region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
3,4,"Бичурское РОСП","671360, Республика Бурятия, Бичурский р-он, с.Бичура, ул.Ленина, д. 239","Иванова Светлана Яковлевна",+7(30133)41-535,+7(30133)41-535,+7(30133)4-19-75,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81609415
3,5,"Джидинское РОСП","671920, Республика Бурятия, Джидинский р-н, с.Петропавловка, ул.Ленина, д.125","Николаева Екатерина Александровна",+7(30134)41-340,+7(30134)41-340,+7(30134)4-13-40,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81612475
3,6,"Еравнинское РОСП","671430, Республика Бурятия, Еравнинский р-он, с.Сосново-Озерское, ул.Василенко, д.84","Балмаев Аюр Бальжинимаевич",+7(30135)21-672,+7(30135)21-672,+7(30135)2-16-72,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81615460
3,7,"Заиграевское РОСП","671310, Республика Бурятия, Заиграевский р-он, п.Заиграево, ул.Ленина, д.26","Будаева Туяна Владимировна",+7(30136)41-095,+7(30136)41-010,+7(30136)4-10-95,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81618151
3,8,"Закаменское РОСП","671950, Республика Бурятия, Закаменский р-он, г. Закаменск, ул.Ленина, д.15а",,+7(30137)43-751,+7(30137)43-751,+7(30137)4-58-84,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81621101
3,9,"Иволгинское РОСП","671050, Россия, Респ. Бурятия, , , с. Иволгинск, ул. Ленина, д. 28, , ","Цыжипова Ханда Лхасарановна",+7(30140)22-239,+7(30140)22-239,+7(30140)2-16-28,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81622420
3,10,"Кабанское РОСП","671200, Россия, Респ. Бурятия, , , с. Кабанск, ул. Октябрьская, д. 20, , ","Яновская Оксана Вячеславовна",+7(30138)41-204,+7(30138)40-480,+7(30138)4-13-46,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81624430
3,11,"Кижингинское РОСП","671450, Республика Бурятия, Кижингиский р-он, с.Кижинга, ул.Гагарина, д. 31","Ванчинов Эрдэм Цырендордиевич",+7(30141)32-304,+7(30141)32-304,+7(30141)3-23-04,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81627433
3,12,"Курумканское РОСП","671640, Республика Бурятия, Курумканский р-н, с.Курумкан, ул.Школьная, д.3","Иванова Касьяна Викторовна",+7(30149)41-573,+7(30149)41-573,+7(924)755-38-97,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81630444
3,13,"Кяхтинское РОСП","671840, Республика Бурятия, Кяхтинский р-н, г. Кяхта, ул. Ленина, д .86","Юндунова Ханда Далаевна",+7(30142)91-010,+7(30142)91-150,+7(30142)9-23-00,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81633101
3,14,"Муйское РОСП","671560, Республика Бурятия, Муйский р-н, пос.Таксимо, ул. Белорусская, д. 7, кв. 4","Зайцева Елена Ивановна",+7(30132)55-429,+7(30132)55-272,+7(30132)5-54-29,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81635151
3,15,"Мухоршибирское РОСП","671340, Республика Бурятия, Мухоршибирский р-он, пос. Мухоршибирь, ул.30 лет Победа, д. 21","Будаева Ирина Дымбрыловна",+7(30143)21-054,+7(30143)21-663,+7(30143)2-12-54,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81636425
3,16,"Прибайкальское РОСП","671260, Республика Бурятия, Прибайкальский р-он, с.Турунтаево, ул. Гагарина, д.10 а","Будаева Саяна Аркадьевна",+7(30144)51-050,+7(30144)51-050,+7(30144)5-10-50,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81642488
3,17,"Северобайкальское РОСП","671700, Республика Бурятия, Северобайкальский р-он, г. Северобайкальск, ул. Морских пехотинцев, д. 7","Купцова Светлана Дмитриевна",+7(30130)20-746,+7(30130)20-654,+7(30130)2-77-51,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81720000
3,18,"Селенгинское РОСП","671160, Республика Бурятия, Селенгинский р-он, г.Гусиноозерск,  ул.Ленина, д.26а","Вакарчук Михаил Валерьевич",+7(30145)45-293,+7(30145)41-934,+7(30145)4-41-23,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81648101
3,19,"Тарбагатайское РОСП","671110, Россия, Респ. Бурятия, Тарбагатайский р-н, , с. Тарбагатай, ул. Некрасова, д. 5, , ","Рожков Вячеслав Аркадьевич",+7(30146)55-402,+7(30146)55-402,+7(30146)5-54-03,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81650440
3,20,"Тункинское МОСП","671010, Республика Бурятия, Тункинский р-он, с. Кырен , ул.Ленина, д.136","Бузаев Шойдор Бадмаевич",+7(30147)41305,+7(30147)41305,+7(30147)4-13-05,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81651420
5,19,"СОСП по ОУПДС","367023, г. Махачкала, ул. Мирзабекова А.М., д.159","Исабагандов Магомедгаджи Закарьяевич",8(8722)67-46-05,8(8722)67-46-05,+7(8722)67-52-72,+78722676189,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00",82701000
3,21,"Хоринское РОСП","671410, Россия, Респ. Бурятия, , , с. Хоринск, ул. Первомайская, д. 43, , ","Цыдыпов Эрдэм Батоцыренович",+7(30148)22-905,+7(30148)22-115,+7(30148)2-21-15,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81657435
3,22,"Октябрьское РОСП г. Улан-Удэ № 1","670031, Россия, , , г. Улан-Удэ, , ул. Широких-Полянского, д. 7/7а, , ","Мосорова Надежда Алексеевна",+7(3012)467810,+7(3012)467810,+7(3012)46-78-10,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81000000
3,23,"Советское РОСП","670000, Россия, , , г. Улан-Удэ, , ул. Ленина, 13, , ","Севергина Юлия Викторовна",+7(3012)372097,+7(3012)372097,+7(3012)37-21-57,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81000000
3,24,"Железнодорожное РОСП","670002, Республика Бурятия, г.Улан-Удэ, ул.Лимонова, д.5","Мункуев Александр Юрьевич",+7(3012)28-94-97,+7(3012)45-30-08,+7(3012)45-30-96,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81000000
20,34,"МОСП по ИПН","364022, Россия, , , г. Грозный, , ул. А.Х.Башаева, 9, , ",,"+7(8712) 22-58-63",,+7(8712)22-58-63,+78712226167,"Пн-Чт с 09:00 до 18:00, Пт с 09:00 до 17:00. Обед с 13:00 до 16:45",96701000
3,25,"Межрайонное отделение судебных приставов по исполнению особых исполнительных производств","670000, Россия, , , г. Улан-Удэ, , ул. Ленина, д. 13, , ",,+7(3012)37-21-65,+7(3012)37-21-65,+7(3012)37-21-39,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81701000
3,26,"Специализированное отделение розыска","670000, Республика Бурятия, г.Улан-Удэ, ул. Бау Ямпилова, д.14","Хусаев Игорь Михайлович",+7(3012)28-95-32,+7(3012)28-95-32,+7(3012)21-07-51,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81701000
3,27,"СО по ОУПДС общей юрисдикции по г. Улан-Удэ","670002, Россия, , , г. Улан-Удэ, , ул. Лимонова, д. 5, , ","Гармаев Олег Базарович",+7(3012)28-95-45,,,+73012289401,"Пн - Пт с 9:00 до 18:00, перерыв с 12:30 до 13:30",81701000
3,28,"СО по ОУПДС АВС","670002, Россия, , , г. Улан-Удэ, , ул. Лимонова, д. 5, , ","Сысолятин Александр Владимирович",+7(3012)28-95-52,+7(3012)28-95-52,,+73012289401,"Пн - Пт с 9:00 до 18:00, перерыв с 12:30 до 13:30",81701000
3,29,"Отделение оперативного дежурства","670002, Республика Бурятия, г.Улан-Удэ, ул.Лимонова, д.5","Павлов Батунай Маркович",+7(3012)28-95-51,,,+73012289401,"Пн - Пт с 9:00 до 18:00, перерыв с 12:30 до 13:30",81701000
3,30,"ОСП по ВАП по г.Улан-Удэ","670000, Республика Бурятия, г.Улан-Удэ, ул. Бау Ямпилова, д.14","Цыбенов Бато Цыренжапович",+7(3012)21-16-45,+7(3012)28-95-20,+7(3012)21-16-45,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81701000
3,31,"ОСП по ВАШ по г. Улан-Удэ","670031, Россия, , , г. Улан-Удэ, , ул. Широких-Полянского, д. 7/7А, , ","Павлова Евгения Александровна",+7(3012)28-95-55,+7(3012)28-95-55,+7(3012)28-95-55,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00",81701000
3,32,"Отделение специального назначения","670002, Республика Бурятия, г.Улан-Удэ, ул.Лимонова, д.5","Павлов Батунай Маркович",+7(3012)28-95-51,,,+73012289401,"Пн - Пт с 9:00 до 18:00, перерыв с 12:30 до 13:30",81701000
4,0,"УФССП России по Республике Алтай","649007, Россия, Республика Алтай, , г. Горно-Алтайск, , ул. Ленина, 226, строение 2, ","Ильясов Радик Мударисович",+7(38822)4-96-96,"+7(38822) 4-96-72",,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84701000
4,1,"ОСП по Горно-Алтайску","649000, Республика Алтай, г. Горно-Алтайск, ул. Ленина, д.226","Ошлокова Мария Олеговна","+7(38822) 4-96-80","+7(38822) 4-96-80",+7(3882)24-96-81,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84701000
4,2,"ОСП по Майминскому и Чойскому районам ","649100, Россия, Респ. Алтай, , , с. Майма, ул. Заводская, д. 52, , ","Коченкова Марина Владимировна","+7(38844) 2-39-97","+7(38844) 2-39-97",+7(38844)2-10-88,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84615430
4,3,"Чемальское РОСП","649240, Республика Алтай, с.Чемал, ул. Пчелкина, 74а","Сатлаев Александр Сергеевич","+7(38841) 2-29-33","+7(38841) 2-27-1",+7(38841)2-29-33,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84643455
4,4,"Шебалинское РОСП","649220, Республика Алтай, с. Шебалино, пер. Социалистический, д.3а","Казюта Артем Николаевич","+7(38849) 2-23-03","+7(38849) 2-23-03",+7(38849)2-23-03,+7(3882)24-96-96," Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84650492
4,5,"Онгудайское РОСП","649440, Республика Алтай, с. Онгудай, ул. Советская, 164","Тенгереков Владислав Викторович","+7(38845) 2-28-41","+7(38845) 2-28-41",+7(38845)2-24-44,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб месяца с 10:00 до 13:00",84620445
4,6,"Усть-Канское РОСП","649450, Россия, Респ. Алтай, , , с. Усть-Кан, ул. Первомайская, д. 1Б, , ","Битешев Герман Юрьевич","+7(38847) 2-23-51","+7(38847) 2-23-52",,+7(3882)24-96-96,"Чт с 16:00 до 20:00, первая Сб  месяца с 10:00 до 13:00",84635465
