region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
2,62,"Уфимское РОСП","450024, г.Уфа, ул.Мусоргского, д.19/б","Янчурин Раиль Рамилевич","8 (347) 227-65-13",(347)227-65-13,+7(347)227-65-13,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Уфимский район Республики Башкортостан"
2,63,"Федоровское РОСП","453280 С.ФЕДОРОВКА, УЛ.ЛЕНИНА, 44","Камышлов Сергей Дмитриевич","8 (34746) 2-73-05","(34746) 2-73-05",+7(34746)3-73-05,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Федоровский район Республики Башкортостан"
2,64,"Хайбуллинское РОСП","453800, с.Акъяр, ул.Батанова, д.2","Ильбаков Фаяз Иксанович","8 (34758) 2-21-57","(34758) 2-12-57",+7(34758)2-12-57,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Хайбуллинский район Республики Башкортостан"
2,65,"Чекмагушевское РОСП","452200, с.Чекмагушево, ул.Кооперативная, д.61","Ибрагимов Салават Альтафович","8 (34796) 3-22-29","(34796) 3-22-29",+7(34796)3-22-29,," Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Чекмагушевский район Республики Башкортостан"
55,916,"Контрольно-ревизионный отдел","644005, Россия, , , г. Омск, , ул. Лагоды, 1, д, ","Кострова Ольга Владимировна",,,,,,
2,66,"Чишминское РОСП","452175, Россия, Респ. Башкортостан, Чишминский р-н, Чишминский с/с, , ул. Строительная, д. 24, , ","Зубков Роман Владимирович","8 (34797) 2-33-01","(34797) 2-14-46",+7(34797)2-33-01,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Чишминский район Республики Башкортостан"
2,67,"Шаранское РОСП","452630, Россия, Респ. Башкортостан, Шаранский р-н, , Шаран, Центральная, 12, , ","Адеева Эльвира Равилевна","(34769) 2-21-46","(34769) 2-14-46",+7(34769)2-21-46,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Шаранский район Республики Башкортостан"
2,68,"МО по ИОИП","450077, г.Уфа, ул.Цюрупы, д.95","Ильбаков Зульфат Иксанович","8 (347) 276-98-60","+7 (347) 276-98-60",+7(347)276-98-60,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Республика Башкортостан"
2,69,ООД,"450077 г.Уфа, ул. Цурюпы, 95","Юсубов Яшар Манафоглы","(347) 273-59-82","(347) 273-59-82",+7(347)273-59-82,," Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.",
2,70,"СО по ОУПДС","450077, , Республика Башкортостан, , Уфа, , Цюрупы, 95, , ","Игебаев Фуат Факилович","8 (347) 251-16-64","8 (347) 279-14-48",,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.",
2,71,"СО по РДИ","450077 РБ г.Уфа, ул. Цурюпы, 95 э.4","Дебердиев Руслан Рустамоваич","8 (347) 273-13-67","8 (347) 273-13-67",+7(347)272-28-43,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.",
2,72,"Стерлитамакское РОСП","453116, г.Стерлитамак, ул.Элеваторная, д.49","Хасанова Ирина Марсовна","8 (34734) 3-70-36",8(3473)43-70-36,+7(3473)43-70-36,,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","Стерлитамакский район Республики Башкортостан"
2,73,ОСН,"450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, , , ","Хафизов Урал Наилович",,,,,,"Республика Башкортостан"
2,901,"Отдел организации исполнительного производства УФССП по Республике Башкортостан","450077, , респ. Башкортостан, , Уфа, , Цюрупы, 95, , ","Янбердина Эльвира Гайсовна","+7 (347)273-58-05","+7 (347) 272-85-43",+7(347)272-85-43,,,
2,903,"Отдел организации обеспечения установленного порядка деятельности судов УФССП по Республике Башкортостан","450077, , респ. Башкортостан, , г. Уфа, , ул. Победы, 20, , ","Янчурин Раиль Рамилевич",+7(347)273-58-05,"+7 (347) 272-63-30",+7(347)272-63-30,,,
2,904,"Отдел организации дознания УФССП по Республике Башкортостан","450077, , респ. Башкортостан, , Уфа, , Цюрупы, 95, , ","Климова Айгуль Рашитовна","+7 (347)273-58-05","+7 (347)273-49-36",+7(347)273-49-36,,,
2,905,"Отдел организационно-контрольной работы УФССП по Республике Башкортостан","450000, Россия, , , г. Уфа, , Цюрупы, 95, , ","Киреева Эльвина Маратовна","+7 (347)273-58-05","+7 (347)276-25-67",+7(347)276-25-67,,,
2,906,"Отдел документационного обеспечения УФССП по Республике Башкортостан","450077, , респ. Башкортостан, , г. Уфа, , ул. Цюрупы, 95, , ","Баушева Татьяна Александровна",+7(347)273-58-05,"+7 (347) 272-18-87",+7(347)272-18-87,,,
2,907,"Отдел правового обеспечения УФССП по Республике Башкортостан","450000, Россия, , , г. Уфа, , Цюрупы, 95, , ","Савкин Андрей Павлович",+7(347)273-58-05,"(347) 272-54-29",,,,
2,908,"Отдел материально-технического обеспечения УФССП по Республике Башкортостан","450077, Россия, , , г. Уфа, , ул. Цюрупы, , , ","Магадеев Галимьян Бикьянович",+7(347)273-58-05,"+7 (347)276-68-02",+7(347)276-68-02,,,
2,909,"Отдел государственной службы и кадров УФССП по Республике Башкортостан","450077, , Башкортостан, , г. Уфа, , ул. Цюрупы, 95, , ","Трофимова Анастасия Евгеньевна",+7(347)273-58-05,"+7 (347) 272-29-43",+7(347)272-29-43,,,
2,911,"Отдел информатизации и обеспечения информационной безопасности УФССП по Республике Башкортостан","450077, , респ. Республика Башкортостан , , г. Уфа, , ул. Цюрупы, д. 95, , ","Жамерашвили Борис Нугзарович",+7(347)273-58-05,"+7 (347 )273-31-76",+7(347)273-31-76,,,
2,912,"Отдел собственной безопасности","450077, , респ. Башкортостан, , Уфа, , Цюрупы, 95, , ","Закиров Артур Юрьевич",+7(347)273-58-05,"+7 (347) 273-74-77",+7(347)273-74-77,,,"Республика Башкортостан"
2,913,"Отдел по взаимодействию со средствами массовой информации УФССП по Республике Башкортостан","450077, , респ. Башкортостан, , г. Уфа, , Цюрупы, 95, , ","Нугуманова Лэйсан Гильмановна","+7(347)273-58-05 ","+7 (347)273-11-98 ",+7(347)273-11-98,,,
2,914,"Отдел организации работы по розыску должников и их имущества УФССП по Республике Башкортостан","450000, Россия, , , г. Уфа, , Цюрупы, 95, , ","Исангулов Артур Тагирьянович",+7(347)273-58-05,"+7 (347) 272-76-07",+7(347)272-76-07,,,
